STORE_SKU,DATE,UNITS,UNITS_MIN,UNITS_MAX,UNITS_MEAN,UNITS_STD,TRANSACTIONS_SUM,PROMO_MAX,PRICE_MEAN,STORE,SKU,SKU_CATEGORY
store_130_SKU_120931082,2019-05-06,388.0,44.0,69.0,55.42857142857143,8.182443458550809,243.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-05-13,318.0,37.0,62.0,45.42857142857143,8.079957567073869,210.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-05-20,126.0,13.0,23.0,18.0,3.9157800414902435,118.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-05-27,285.0,23.0,65.0,40.714285714285715,14.067862734074495,197.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-06-03,93.0,10.0,20.0,13.285714285714286,3.3523268393901033,87.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-06-10,127.0,14.0,26.0,18.142857142857142,4.488079449258574,121.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-06-17,314.0,40.0,58.0,44.857142857142854,6.2830080754516375,204.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-06-24,132.0,14.0,22.0,18.857142857142858,3.236694374850748,124.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-07-01,114.0,10.0,21.0,16.285714285714285,4.070801956792859,105.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-07-08,331.0,28.0,60.0,47.285714285714285,11.757469763435296,228.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-07-15,236.0,23.0,53.0,33.714285714285715,10.387721689800989,180.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-07-22,229.0,14.0,43.0,32.714285714285715,10.904346009952265,166.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-07-29,138.0,5.0,26.0,19.714285714285715,7.587583842794001,129.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-08-05,124.0,8.0,28.0,17.714285714285715,7.040698017343776,118.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-08-12,357.0,35.0,66.0,51.0,10.115993936995679,225.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-08-19,390.0,31.0,93.0,55.714285714285715,18.944781917582528,223.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-08-26,118.0,14.0,24.0,16.857142857142858,3.4364987719368987,110.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-09-02,89.0,5.0,18.0,12.714285714285714,4.680252333449758,84.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-09-09,263.0,26.0,61.0,37.57142857142857,12.959644321985882,189.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-09-16,106.0,8.0,24.0,15.142857142857142,5.459809869356607,100.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-09-23,214.0,16.0,74.0,30.571428571428573,19.831432481939228,165.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-09-30,85.0,1.0,21.0,12.142857142857142,7.515064236331615,79.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-10-07,353.0,30.0,81.0,50.42857142857143,16.70186758875728,216.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-10-14,81.0,5.0,18.0,11.571428571428571,4.859943170351647,79.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-10-21,415.0,35.0,85.0,59.285714285714285,19.79658460201562,237.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-10-28,114.0,10.0,27.0,16.285714285714285,6.473388749701497,106.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-11-04,280.0,20.0,63.0,40.0,14.628738838327793,191.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-11-11,270.0,28.0,55.0,38.57142857142857,8.885515232803382,183.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-11-18,126.0,12.0,23.0,18.0,4.242640687119285,116.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-11-25,104.0,8.0,20.0,14.857142857142858,4.913538149119954,94.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-12-02,364.0,21.0,115.0,52.0,30.21037349432586,213.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-12-09,363.0,34.0,87.0,51.857142857142854,17.873896902359892,219.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-12-16,112.0,7.0,23.0,16.0,5.972157622389639,102.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-12-23,111.0,0.0,25.0,15.857142857142858,8.194074514114277,104.0,0.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2019-12-30,363.0,19.0,77.0,51.857142857142854,20.2519840297897,227.0,1.0,44.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-01-06,157.0,3.0,36.0,22.428571428571427,10.814452411120081,141.0,0.0,40.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-01-13,395.0,33.0,86.0,56.42857142857143,17.057326313123664,243.0,1.0,40.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-01-20,211.0,5.0,61.0,30.142857142857142,21.294980405630586,164.0,0.0,40.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-01-27,125.0,8.0,30.0,17.857142857142858,8.295150620062532,106.0,0.0,40.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-02-03,116.0,9.0,26.0,16.571428571428573,5.380741673076395,109.0,0.0,40.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-02-10,236.0,23.0,49.0,33.714285714285715,8.616153157766826,174.0,1.0,40.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-02-17,191.0,17.0,36.0,27.285714285714285,6.550172662209898,145.0,1.0,40.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-02-24,109.0,10.0,23.0,15.571428571428571,4.197504927816955,102.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-03-02,109.0,8.0,23.0,15.571428571428571,5.711308748355986,97.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-03-09,92.0,8.0,24.0,13.142857142857142,5.17779140266618,84.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-03-16,113.0,7.0,35.0,16.142857142857142,9.081640296564848,99.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-03-23,118.0,11.0,21.0,16.857142857142858,4.140393356054126,111.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-03-30,124.0,9.0,42.0,17.714285714285715,11.025943432261412,113.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-04-06,186.0,17.0,33.0,26.571428571428573,4.859943170351647,152.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-04-13,152.0,2.0,32.0,21.714285714285715,10.20970593298824,122.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-04-20,119.0,11.0,22.0,17.0,3.9157800414902435,108.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-04-27,100.0,0.0,24.0,14.285714285714286,7.54352450150206,94.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-05-04,61.0,0.0,17.0,8.714285714285714,6.872997543873797,58.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-05-11,115.0,6.0,25.0,16.428571428571427,6.876460883747852,106.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-05-18,109.0,9.0,27.0,15.571428571428571,6.133436852128472,101.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-05-25,100.0,2.0,22.0,14.285714285714286,6.8729975438737965,92.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-06-01,110.0,10.0,24.0,15.714285714285714,4.680252333449758,101.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-06-08,160.0,13.0,41.0,22.857142857142858,10.123052428797871,135.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-06-15,115.0,11.0,22.0,16.428571428571427,4.197504927816954,103.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-06-22,118.0,9.0,29.0,16.857142857142858,6.229729031789731,111.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-06-29,102.0,5.0,24.0,14.571428571428571,6.078847008469695,93.0,0.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-07-06,192.0,13.0,41.0,27.428571428571427,9.9474811360656,146.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-07-13,136.0,9.0,28.0,19.428571428571427,8.162049229148746,116.0,0.0,28.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-07-20,137.0,12.0,34.0,19.571428571428573,8.502100580780862,111.0,1.0,28.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-07-27,127.0,10.0,24.0,18.142857142857142,4.413183712037204,114.0,0.0,28.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-08-03,116.0,6.0,26.0,16.571428571428573,7.230886134196437,106.0,0.0,30.228571428571428,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-08-10,135.0,12.0,27.0,19.285714285714285,5.3452248382484875,119.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-08-17,161.0,13.0,32.0,23.0,7.2571803523590805,138.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-08-24,116.0,9.0,28.0,16.571428571428573,6.023762469230862,107.0,0.0,37.942857142857136,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-08-31,100.0,10.0,21.0,14.285714285714286,4.386125310350268,94.0,0.0,32.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-09-07,139.0,7.0,26.0,19.857142857142858,6.743603671345943,114.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-09-14,114.0,13.0,21.0,16.285714285714285,3.3523268393901033,108.0,0.0,32.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-09-21,187.0,6.0,40.0,26.714285714285715,11.82813433744992,138.0,1.0,38.8,store_130,SKU_120931082,cat_1160
store_130_SKU_120931082,2020-09-28,103.0,10.0,19.0,14.714285714285714,3.545621041711673,92.0,0.0,38.8,store_130,SKU_120931082,cat_1160
